ID,Cod_Tipo_Cart_Rel,UF,Esfera,Media_de_quantidade,Media_de_volume,Media_de_tarifas,Media_de_margem,Tarifa_media
103422876,406,CE,MUNICIPAL,145.50,1432.00,238.00,0.00,3.06
104551530,407,PB,MUNICIPAL,509.67,141.33,1465.00,0.00,3.06
105174655,405,GO,MUNICIPAL,12978.50,391803.75,31051.50,0.00,3.06
105552018,407,PI,MUNICIPAL,94.00,16800.00,288.00,0.00,3.06
511827445,406,BA,MUNICIPAL,7.00,12605.00,17.50,0.00,3.05
111606110,405,RR,ESTADUAL,2717.00,397622.00,5745.50,19.00,3.03
200329663,406,SP,MUNICIPAL,24051.75,161151.75,52886.75,0.00,3.03
105022026,406,BA,MUNICIPAL,474.00,142.50,15.00,0.00,3.01
100789139,406,RJ,MUNICIPAL,2.00,0.00,6.00,0.00,3.00
103847812,407,RN,MUNICIPAL,1.00,0.00,3.00,0.00,3.00
104890084,407,MG,MUNICIPAL,650.00,300.00,1952.00,0.00,3.00
105557708,407,PB,MUNICIPAL,1.00,0.00,3.00,0.00,3.00
205798030,407,RS,MUNICIPAL,251.50,2.00,576.00,0.00,3.00
906072525,407,PR,MUNICIPAL,2.00,0.00,6.00,0.00,3.00
103610804,406,CE,MUNICIPAL,2127.00,3541.00,7633.50,0.00,2.99
800721663,407,BA,MUNICIPAL,178.00,2999.00,531.00,0.00,2.99
906072680,406,SP,MUNICIPAL,86.00,2.50,90.00,0.00,2.98
922872617,403,RN,ESTADUAL,10103.00,2655585.00,30006.00,0.00,2.97
103529506,407,PI,MUNICIPAL,340.00,0.00,1005.00,0.00,2.96
200144066,406,SP,MUNICIPAL,23173.00,676349.00,67150.50,0.00,2.94
106380131,405,PI,MUNICIPAL,27344.00,238965.00,79999.00,0.00,2.93
106445069,403,MG,MUNICIPAL,18421.00,1809152.00,53629.00,0.00,2.91
105151498,407,BA,MUNICIPAL,92.00,4277.00,264.00,0.00,2.87
500558301,406,AL,MUNICIPAL,5933.20,2199.20,19182.20,0.00,2.86
200060258,407,SP,MUNICIPAL,5.67,0.00,15.00,8.33,2.85
500688950,405,RN,ESTADUAL,214686.00,25696350.00,609748.00,0.00,2.84
511150,407,MS,MUNICIPAL,1272.00,0.00,3585.00,0.00,2.82
501268241,406,RN,MUNICIPAL,1844.00,0.00,5192.00,0.00,2.82
800729700,407,SE,MUNICIPAL,148.00,125.00,414.00,0.00,2.80
101144226,406,ES,MUNICIPAL,1164.00,3265.00,3188.50,0.00,2.78
204560791,406,PR,MUNICIPAL,9432.80,15638.40,20760.80,2131.60,2.78
105013520,407,BA,MUNICIPAL,342.00,5729.00,946.00,0.00,2.77
201370014,406,SP,MUNICIPAL,1136.00,0.00,3132.00,0.00,2.76
800456229,407,BA,MUNICIPAL,547.00,325.00,1480.00,0.00,2.71
200832753,406,SP,MUNICIPAL,439.00,0.00,1185.00,0.00,2.70
103932497,406,RJ,MUNICIPAL,16619.00,0.00,44784.00,0.00,2.69
104724195,407,PB,MUNICIPAL,21.50,8495.00,57.50,0.00,2.69
105601718,407,TO,MUNICIPAL,224.00,140.00,598.00,0.00,2.67
203244254,406,SP,MUNICIPAL,8.00,0.00,21.00,0.00,2.67
101070854,405,ES,ESTADUAL,15060.33,1618918.00,38665.00,0.00,2.64
105552123,406,RJ,MUNICIPAL,1925.00,20624.00,5071.00,0.00,2.63
104485083,407,AL,MUNICIPAL,64.00,4325.00,167.00,0.00,2.61
101106560,406,ES,MUNICIPAL,370.00,455.00,1033.00,0.00,2.60
906072328,406,MA,MUNICIPAL,102.00,3453.00,265.00,0.00,2.60
200536226,407,SP,MUNICIPAL,151.00,0.00,391.00,0.00,2.59
596454,407,MS,MUNICIPAL,183.00,0.00,123.50,0.00,2.58
104875176,403,PE,MUNICIPAL,18156.00,34521091.00,46838.00,0.00,2.58
200341843,406,SP,MUNICIPAL,81.67,0.00,280.00,0.00,2.57
104882150,407,MG,MUNICIPAL,578.00,10836.00,1480.00,0.00,2.56
200444424,407,SP,MUNICIPAL,9.00,763.00,23.00,0.00,2.56
103493375,407,RN,MUNICIPAL,68.00,257.50,173.00,0.00,2.55
104488397,403,RN,ESTADUAL,19024.50,0.00,47380.00,0.00,2.55
906072285,405,AP,MUNICIPAL,70.50,618.00,46.50,0.00,2.55
801044051,406,BA,MUNICIPAL,11444.50,11014.00,22843.00,0.00,2.54
904245649,406,RO,MUNICIPAL,11617.20,11015.00,21477.80,1805.80,2.54
105505008,407,MG,MUNICIPAL,39.00,51.50,109.50,0.00,2.53
104569663,407,PB,MUNICIPAL,487.00,4143.33,1055.00,0.00,2.52
106147128,407,TO,MUNICIPAL,311.50,675.50,698.00,0.00,2.52
103675390,407,PI,MUNICIPAL,94.00,115.00,234.00,0.00,2.49
400072103,407,RS,MUNICIPAL,261.00,0.00,644.00,113.00,2.47
512400918,406,CE,MUNICIPAL,53.40,0.00,91.20,0.00,2.47
100947469,407,MG,MUNICIPAL,66.50,294.50,160.50,0.00,2.46
104789064,407,MG,MUNICIPAL,131.50,2122.50,324.00,0.00,2.46
105851224,407,MA,MUNICIPAL,155.50,0.00,357.00,0.00,2.46
300396439,407,GO,MUNICIPAL,168.75,38409.00,324.25,0.00,2.45
103535828,407,RN,MUNICIPAL,43.80,1517.20,118.60,0.00,2.43
600115913,406,MG,MUNICIPAL,1748.67,20473.33,3636.33,0.00,2.43
300262896,406,MT,MUNICIPAL,9556.00,23040.00,20943.60,110.60,2.42
844203450,406,MA,MUNICIPAL,414.00,80305.00,815.00,47.25,2.42
103961080,403,RN,ESTADUAL,841.25,0.00,1934.50,0.00,2.41
106123467,407,RN,MUNICIPAL,205.00,55.00,495.00,0.00,2.41
800720030,407,SE,MUNICIPAL,147.50,9600.50,367.00,0.00,2.41
104775999,407,AL,MUNICIPAL,692.00,3330.00,1661.00,0.00,2.40
906070705,405,AP,MUNICIPAL,464.00,6848.00,897.00,0.00,2.40
203524086,407,RS,MUNICIPAL,168.00,452.00,402.00,0.00,2.39
210548431,405,RR,ESTADUAL,9165.67,8347.00,13000.33,0.00,2.39
200147466,406,SP,MUNICIPAL,435.50,14391.50,75.00,0.00,2.38
205800486,407,RS,MUNICIPAL,118.00,6760.00,280.00,0.00,2.37
500346718,407,PB,MUNICIPAL,1245.50,4662.75,3698.25,0.00,2.36
600148970,406,MG,MUNICIPAL,3660.00,229.67,8074.33,934.33,2.36
838706696,406,RO,MUNICIPAL,1471.75,6974.50,3199.25,0.00,2.35
906070684,406,AL,MUNICIPAL,67.50,1282.00,152.50,0.00,2.34
106240774,405,PA,MUNICIPAL,601.50,3530.00,1380.50,0.00,2.32
104943435,407,TO,MUNICIPAL,3830.67,271.00,8447.67,457.33,2.31
101175688,406,ES,MUNICIPAL,10.00,0.00,23.00,0.00,2.30
105541767,407,MG,MUNICIPAL,72.67,0.00,161.33,3.33,2.30
700503600,406,SC,MUNICIPAL,10.00,215.00,23.00,0.00,2.30
104068154,405,SE,MUNICIPAL,307.00,0.00,696.00,0.00,2.27
105030196,406,BA,MUNICIPAL,1600.00,15367.00,3624.00,0.00,2.27
800196019,407,BA,MUNICIPAL,396.00,0.00,900.00,0.00,2.27
918925180,405,AL,MUNICIPAL,10351.00,12122.33,11416.00,1884.33,2.27
106207091,406,CE,MUNICIPAL,1803.50,10153.25,2590.75,312.75,2.26
700490759,405,SC,MUNICIPAL,17541.80,103690.60,32864.00,190.40,2.26
103627439,407,PI,MUNICIPAL,111.25,1599.00,205.25,8.50,2.25
105551032,407,MG,MUNICIPAL,52.00,897.00,118.00,0.00,2.25
105553183,407,RN,MUNICIPAL,694.00,4743.50,1323.50,0.00,2.25
105630626,405,MA,MUNICIPAL,158.00,12837.50,376.00,0.00,2.25
900556565,406,SP,MUNICIPAL,12756.75,25992.00,30733.75,142.00,2.25
105399899,406,MG,MUNICIPAL,2164.50,7893.75,3488.50,104.00,2.23
204817112,407,SC,MUNICIPAL,532.40,9009.60,641.40,155.60,2.23
509555431,405,AP,MUNICIPAL,13974.50,2499.25,34675.50,1121.25,2.23
104468538,406,BA,MUNICIPAL,1135.25,41212.50,2244.25,26.00,2.22
904474169,403,RR,ESTADUAL,45695.00,5345161.00,101300.00,0.00,2.22
315824,406,PR,MUNICIPAL,36168.00,138956.00,79758.00,0.00,2.21
800363789,406,BA,MUNICIPAL,3438.00,13145.00,7607.00,0.00,2.21
906070849,406,CE,MUNICIPAL,105.00,46.00,254.67,40.00,2.21
105529553,407,MG,MUNICIPAL,318.40,436.60,880.80,0.00,2.20
200450809,406,SP,MUNICIPAL,11503.00,7312.50,20423.00,3108.00,2.20
500482784,406,PE,MUNICIPAL,810.00,9689.00,1466.67,165.33,2.20
103512214,407,RN,MUNICIPAL,4110.50,7336.50,8723.25,0.00,2.19
103756003,407,PI,MUNICIPAL,83.00,401.00,182.00,0.00,2.19
105557815,407,MG,MUNICIPAL,16.00,0.00,35.00,0.00,2.19
104892367,407,PE,MUNICIPAL,327.00,0.00,712.00,0.00,2.18
105557106,407,GO,MUNICIPAL,104.67,7278.00,199.33,0.00,2.18
500730914,407,RN,MUNICIPAL,5341.80,1434.20,13448.80,2218.80,2.18
906070732,407,BA,MUNICIPAL,1457.00,130.00,3178.00,0.00,2.18
104546068,407,AL,MUNICIPAL,24.00,3931.00,52.00,0.00,2.17
101037550,407,MG,MUNICIPAL,843.00,3186.33,1438.67,0.00,2.16
104058304,406,PE,MUNICIPAL,2221.33,6356.33,4834.67,184.67,2.16
200059537,406,SP,MUNICIPAL,204.00,0.00,441.00,0.00,2.16
411915456,406,CE,MUNICIPAL,8472.50,5949.25,12377.75,1309.25,2.16
104796801,407,TO,MUNICIPAL,456.00,42859.67,1069.00,95.00,2.15
801030943,406,BA,MUNICIPAL,7548.00,9490.00,17854.00,0.00,2.15
103357011,406,CE,MUNICIPAL,400.50,1533.00,699.00,0.00,2.14
513393612,406,BA,MUNICIPAL,369.75,1970.50,650.25,0.00,2.14
700414254,406,SC,MUNICIPAL,3669.75,62186.50,7063.00,0.00,2.14
105097373,407,GO,MUNICIPAL,409.50,16454.50,513.50,0.00,2.13
200413659,406,SP,MUNICIPAL,153.67,0.00,273.67,0.00,2.13
900503358,406,SP,MUNICIPAL,522.33,435.33,1064.00,0.00,2.13
500510220,405,AL,MUNICIPAL,26256.00,1268549.33,53385.33,0.00,2.10
104454911,407,RO,MUNICIPAL,663.00,0.00,1026.00,0.00,2.09
205215983,406,SP,MUNICIPAL,65.00,0.00,136.00,0.00,2.09
500148905,407,CE,MUNICIPAL,121.00,0.00,253.00,0.00,2.09
556541,406,MS,MUNICIPAL,4771.00,15542.00,9936.00,0.00,2.08
700426074,406,SC,MUNICIPAL,10375.00,48032.00,21544.00,0.00,2.08
104544436,406,MT,MUNICIPAL,17566.00,101785.67,32561.67,0.00,2.06
203739841,407,RS,MUNICIPAL,688.00,3133.00,1415.00,1309.00,2.06
203924728,406,SP,MUNICIPAL,47.67,0.00,44.67,0.00,2.06
104490044,407,BA,MUNICIPAL,420.00,230.00,863.00,0.00,2.05
331801746,406,BA,MUNICIPAL,41.67,6826.67,59.33,0.00,2.05
800486563,406,BA,MUNICIPAL,1721.80,14501.60,3620.20,116.00,2.05
900511426,406,SP,MUNICIPAL,22.00,7950.00,45.00,0.00,2.05
200126423,406,SP,MUNICIPAL,89.00,0.00,182.00,0.00,2.04
205754700,407,SC,MUNICIPAL,18.00,2390.00,40.67,0.00,2.04
800998593,406,AL,MUNICIPAL,777.00,35450.50,1378.75,53.75,2.03
104564325,405,AL,MUNICIPAL,4075.75,85964.50,7560.50,0.00,2.02
104835054,407,MG,MUNICIPAL,733.00,1590.00,2140.00,394.50,2.02
200105619,406,SP,MUNICIPAL,13308.00,0.00,26862.00,22196.00,2.02
200629044,407,MG,MUNICIPAL,105.50,28980.00,207.00,0.00,2.02
510628739,407,SC,MUNICIPAL,6818.20,30200.60,14265.60,2111.00,2.02
104847549,407,MG,MUNICIPAL,419.00,6511.00,802.00,0.00,2.01
105114615,406,PE,MUNICIPAL,983.00,3618.00,1973.00,0.00,2.01
105823971,405,PI,ESTADUAL,4811.67,1804189.33,13828.67,4.33,2.01
203925127,407,SC,MUNICIPAL,747.50,1929.00,1381.25,0.00,2.01
103420792,406,CE,MUNICIPAL,21201.50,198763.50,31875.50,0.00,2.00
300076241,406,PA,MUNICIPAL,1.00,2.00,2.00,0.00,2.00
303834743,405,PA,MUNICIPAL,8.00,215.00,16.00,0.00,2.00
516511749,406,PA,MUNICIPAL,140.50,62.00,280.00,0.00,2.00
516712415,406,SC,MUNICIPAL,3.00,1500.00,6.00,0.00,2.00
800854176,407,PI,MUNICIPAL,16.00,112.00,32.00,0.00,2.00
300021987,405,AP,MUNICIPAL,541.67,12626.33,729.33,87.67,1.99
104834094,407,PB,MUNICIPAL,1276.75,3209.75,2395.50,54.25,1.98
203686000,407,SC,MUNICIPAL,510.00,0.00,1012.00,0.00,1.98
205728961,406,SP,MUNICIPAL,20211.60,68197.00,30049.60,1812.40,1.98
303677454,405,GO,MUNICIPAL,706.00,306.00,1400.00,0.00,1.98
442699224,405,GO,MUNICIPAL,399.00,0.00,734.00,63.00,1.98
103414635,407,MA,MUNICIPAL,111.33,24502.67,125.67,22.00,1.97
105049565,407,GO,MUNICIPAL,256.00,2205.67,466.33,0.00,1.97
204314626,407,RS,MUNICIPAL,418.50,18918.50,455.50,32.00,1.97
200048636,406,SP,MUNICIPAL,7.00,0.00,11.00,0.00,1.96
303738835,405,PA,MUNICIPAL,231.00,1999.00,452.00,0.00,1.96
801056025,407,BA,MUNICIPAL,217.50,1007.00,430.00,0.00,1.96
110051,406,PR,MUNICIPAL,159.50,56.00,359.00,0.00,1.95
104846771,407,MG,MUNICIPAL,593.00,0.00,1156.00,0.00,1.95
106369618,407,PB,MUNICIPAL,591.00,5900.00,1155.00,0.00,1.95
106446207,406,PE,MUNICIPAL,231.00,4130.00,451.00,0.00,1.95
506734176,403,TO,ESTADUAL,11513.50,78618.75,21800.00,6766.25,1.95
205133755,407,SC,MUNICIPAL,7370.25,55793.75,13714.25,0.00,1.94
516354856,406,PB,MUNICIPAL,163.33,0.00,296.67,0.00,1.94
105555859,407,PB,MUNICIPAL,69.50,12691.50,130.00,0.00,1.93
204501449,406,SP,MUNICIPAL,18521.00,27087.67,30820.33,0.00,1.93
600134188,407,MG,MUNICIPAL,59.00,10631.50,113.00,0.00,1.93
105556516,407,PI,MUNICIPAL,40.00,4782.00,76.00,0.00,1.92
106445641,407,MA,MUNICIPAL,24.00,16.00,46.00,0.00,1.92
900470549,407,SP,MUNICIPAL,12.00,0.00,23.00,0.00,1.92
204548900,407,RS,MUNICIPAL,300.50,5266.00,512.50,0.00,1.91
204646914,406,PR,MUNICIPAL,644.67,77.33,668.67,0.00,1.91
205500536,406,SP,MUNICIPAL,272.00,0.00,532.50,0.00,1.91
503136705,403,PE,ESTADUAL,120728.00,8364147.50,231643.00,0.00,1.91
800812572,407,PI,MUNICIPAL,165.00,1850.67,253.00,41.33,1.91
906071051,407,MA,MUNICIPAL,159.00,7746.50,120.00,0.00,1.90
203628893,406,SC,MUNICIPAL,19890.20,48302.20,35326.60,3163.20,1.89
914070883,406,RJ,MUNICIPAL,4775.50,23623.00,7761.00,2568.50,1.89
1821,406,PR,MUNICIPAL,242.00,0.00,455.00,0.00,1.88
103406446,405,PI,MUNICIPAL,5271.50,7192.00,9016.00,0.00,1.88
503077054,407,PE,MUNICIPAL,242.00,0.00,435.50,0.00,1.88
918773553,406,SP,MUNICIPAL,11531.50,248629.25,21883.75,0.00,1.87
104841161,407,MG,MUNICIPAL,2324.00,2496.60,4295.40,0.00,1.86
105096201,407,GO,MUNICIPAL,799.20,62.40,1735.00,0.00,1.86
105107992,405,PA,MUNICIPAL,74.00,610.00,138.00,0.00,1.86
105130292,406,GO,MUNICIPAL,4901.00,77553.00,9112.00,8223.00,1.86
302792046,406,CE,MUNICIPAL,642.00,0.00,1197.00,0.00,1.86
800981343,406,BA,MUNICIPAL,800.00,3787.00,1485.00,0.00,1.86
906071314,407,PB,MUNICIPAL,258.40,0.00,473.00,0.00,1.86
105526347,406,RJ,MUNICIPAL,579.00,0.00,1071.00,0.00,1.85
106445203,406,PE,MUNICIPAL,3824.00,12544.00,7206.00,0.00,1.85
205127317,407,PR,MUNICIPAL,452.00,6224.00,837.00,0.00,1.85
900216181,407,SP,MUNICIPAL,140.00,106.40,243.60,0.00,1.85
303170728,405,AC,MUNICIPAL,68.50,710.00,60.50,0.00,1.84
103416402,406,CE,MUNICIPAL,1561.67,9295.00,2953.00,0.00,1.83
105089733,407,GO,MUNICIPAL,204.33,60617.33,387.33,44.67,1.83
106381501,406,RJ,MUNICIPAL,10431.40,27795.80,15516.40,2499.80,1.83
112090253,406,CE,MUNICIPAL,120.00,834.00,127.00,0.00,1.83
204487786,406,RS,MUNICIPAL,2269.00,22766.67,2683.67,199.00,1.83
205142422,405,MS,ESTADUAL,23125.00,203406.25,38829.75,0.00,1.83
600160464,406,MG,MUNICIPAL,7385.00,19216.00,13505.00,0.00,1.83
103639408,405,CE,ESTADUAL,13172.50,5832610.50,24105.00,68.50,1.82
105193871,407,PA,MUNICIPAL,155.00,0.00,282.00,0.00,1.82
200280027,406,MG,MUNICIPAL,11310.00,20.50,21895.25,0.00,1.82
400234171,406,RS,MUNICIPAL,602.75,6193.75,875.50,27.50,1.82
500907696,407,PE,MUNICIPAL,335.00,3742.75,543.00,0.00,1.82
800880113,406,BA,MUNICIPAL,11393.50,3420.50,18214.50,1.50,1.82
800506482,406,MA,MUNICIPAL,332.00,33268.00,602.00,0.00,1.81
906071656,406,RJ,MUNICIPAL,7356.75,4660.75,13688.50,0.00,1.81
106445386,406,PA,MUNICIPAL,837.00,0.00,1508.00,0.00,1.80
700509285,407,SC,MUNICIPAL,1068.25,51405.25,1144.25,0.00,1.80
800393971,407,BA,MUNICIPAL,1383.00,15969.50,1995.50,0.00,1.80
103738076,407,PI,MUNICIPAL,230.00,2170.67,445.00,0.00,1.79
331801749,407,BA,MUNICIPAL,17.00,1385.00,30.00,0.00,1.79
135912,406,PR,MUNICIPAL,15315.00,65852.33,21346.00,0.00,1.78
100916453,407,MG,MUNICIPAL,29.50,9565.00,52.50,0.00,1.78
104906699,406,BA,MUNICIPAL,217.50,6187.00,376.50,0.00,1.78
105528145,407,MG,MUNICIPAL,1331.00,5775.50,2429.75,800.00,1.78
105557137,407,GO,MUNICIPAL,227.00,83561.00,394.00,0.00,1.78
200563383,407,SP,MUNICIPAL,488.00,0.00,745.00,0.00,1.78
501224486,407,CE,MUNICIPAL,1618.50,1984.25,2634.25,0.00,1.78
202819309,407,MG,MUNICIPAL,2145.00,15971.00,3799.00,0.00,1.77
203222611,407,SP,MUNICIPAL,30.00,0.00,53.00,0.00,1.77
204808989,407,SP,MUNICIPAL,206.00,22147.80,351.80,0.00,1.77
300338994,407,GO,MUNICIPAL,39.00,2872.00,69.00,0.00,1.77
402057530,407,RS,MUNICIPAL,44.00,11015.25,69.00,5.25,1.77
800958169,407,BA,MUNICIPAL,52.00,0.00,92.00,0.00,1.77
846414703,407,MG,MUNICIPAL,13.00,0.00,23.00,0.00,1.77
105759264,403,RN,ESTADUAL,28827.50,217890.00,48393.50,0.00,1.76
205800001,407,SP,MUNICIPAL,3306.00,2000.00,5823.00,0.00,1.76
146677,407,PR,MUNICIPAL,1692.00,12793.50,2608.50,0.00,1.75
105538952,407,MG,MUNICIPAL,78.00,4802.00,121.00,0.00,1.75
300340510,406,GO,MUNICIPAL,14458.60,36720.40,27983.00,1925.20,1.75
911212564,406,MT,MUNICIPAL,15859.80,301953.40,27899.40,0.00,1.75
602872397,407,MG,MUNICIPAL,301.00,1254.00,458.50,0.00,1.74
103576834,407,RN,MUNICIPAL,1551.20,1201.20,2534.80,495.80,1.73
103922885,407,RN,MUNICIPAL,1814.25,13209.25,2066.25,0.00,1.73
104491254,407,TO,MUNICIPAL,1565.00,15552.25,2640.25,0.00,1.73
105081083,407,GO,MUNICIPAL,960.00,6151.00,1509.00,0.00,1.73
106021686,407,PI,MUNICIPAL,15.00,380.00,26.00,0.00,1.73
106106337,407,PI,MUNICIPAL,349.75,4840.25,596.25,24.50,1.73
332784902,406,BA,MUNICIPAL,79.33,7506.00,125.00,1.00,1.73
105092380,407,PE,MUNICIPAL,392.00,7013.00,673.00,0.00,1.72
105514875,407,MG,MUNICIPAL,407.67,1334.00,637.00,12.00,1.72
204318059,407,RS,MUNICIPAL,786.00,2870.00,1352.00,0.00,1.72
589027,406,MS,MUNICIPAL,4615.00,245531.75,7225.25,566.50,1.71
104448657,407,TO,MUNICIPAL,462.00,14602.00,834.60,0.00,1.71
104525543,406,AL,MUNICIPAL,1492.80,50539.80,2249.80,0.00,1.71
104853033,407,MG,MUNICIPAL,1213.00,5060.00,2057.50,0.00,1.71
104876637,407,PB,MUNICIPAL,328.50,1658.00,741.00,0.00,1.70
